"id_car";"manufacturer";"model";"categorie";"nbDoors"
6305;"BMW";"5 Series";"Touring wagon";""
6306;"BMW";"5 Series";"Touring wagon";""
6307;"BMW";"5 Series";"Touring wagon";""
6308;"BMW";"5 Series";"Touring wagon";""
6309;"BMW";"5 Series";"Touring wagon";""
6310;"BMW";"5 Series";"Touring wagon";""
6311;"BMW";"5 Series";"Touring wagon";""
6312;"BMW";"5 Series";"Touring wagon";""
6313;"BMW";"5 Series";"Touring wagon";""
6314;"BMW";"5 Series";"Touring wagon";""
6315;"BMW";"5 Series";"Touring wagon";""
6316;"BMW";"5 Series";"Touring wagon";""
6317;"BMW";"5 Series";"Touring wagon";""
6318;"BMW";"5 Series";"Touring wagon";""
6319;"BMW";"5 Series";"Touring wagon";""
6320;"BMW";"5 Series";"Touring wagon";""
6321;"BMW";"5 Series";"Touring wagon";""
6322;"BMW";"5 Series";"Touring wagon";""
6323;"BMW";"5 Series";"Touring wagon";""
6324;"BMW";"5 Series";"Sedan";""
6325;"BMW";"5 Series";"Sedan";""
6326;"BMW";"5 Series";"Sedan";""
6327;"BMW";"5 Series";"Sedan";""
6328;"BMW";"5 Series";"Sedan";""
6329;"BMW";"5 Series";"Sedan";""
6330;"BMW";"5 Series";"Sedan";""
6331;"BMW";"5 Series";"Sedan";""
6332;"BMW";"5 Series";"Sedan";""
6333;"BMW";"5 Series";"Sedan";""
6334;"BMW";"5 Series";"Sedan";""
6335;"BMW";"5 Series";"Sedan";""
6336;"BMW";"5 Series";"Sedan";""
6337;"BMW";"5 Series";"Sedan";""
6338;"BMW";"5 Series";"Sedan";""
6339;"BMW";"5 Series";"Sedan";""
6340;"BMW";"5 Series";"Sedan";""
6341;"BMW";"5 Series";"Sedan";""
6342;"BMW";"5 Series";"Touring wagon";""
6343;"BMW";"5 Series";"Touring wagon";""
6344;"BMW";"5 Series";"Touring wagon";""
6345;"BMW";"5 Series";"Touring wagon";""
6346;"BMW";"5 Series";"Touring wagon";""
6347;"BMW";"5 Series";"Touring wagon";""
6348;"BMW";"5 Series";"Touring wagon";""
6349;"BMW";"5 Series";"Touring wagon";""
6350;"BMW";"5 Series";"Touring wagon";""
6351;"BMW";"5 Series";"Touring wagon";""
6352;"BMW";"5 Series";"Touring wagon";""
6353;"BMW";"5 Series";"Touring wagon";""
6354;"BMW";"6 Series";"Liftback Gran Turismo";""
6355;"BMW";"6 Series";"Liftback Gran Turismo";""
6356;"BMW";"6 Series";"Liftback Gran Turismo";""
6357;"BMW";"6 Series";"Liftback Gran Turismo";""
6358;"BMW";"6 Series";"Liftback Gran Turismo";""
6359;"BMW";"6 Series";"Liftback Gran Turismo";""
6360;"BMW";"6 Series";"Liftback Gran Turismo";""
6361;"BMW";"6 Series";"Liftback Gran Turismo";""
6362;"BMW";"6 Series";"Liftback Gran Turismo";""
6363;"BMW";"6 Series";"Coupe";""
6364;"BMW";"6 Series";"Coupe";""
6365;"BMW";"6 Series";"Coupe";""
6366;"BMW";"6 Series";"Coupe";""
6367;"BMW";"6 Series";"Coupe";""
6368;"BMW";"6 Series";"Coupe";""
6369;"BMW";"6 Series";"Coupe";""
6370;"BMW";"6 Series";"Coupe";""
6371;"BMW";"6 Series";"Coupe";""
6372;"BMW";"6 Series";"Coupe";""
6373;"BMW";"6 Series";"Coupe";""
6374;"BMW";"6 Series";"Coupe";""
6375;"BMW";"6 Series";"Coupe";""
6376;"BMW";"6 Series";"Coupe";""
6377;"BMW";"6 Series";"Coupe";""
6378;"BMW";"6 Series";"Coupe";""
6379;"BMW";"6 Series";"Coupe";""
6380;"BMW";"6 Series";"Coupe";""
6381;"BMW";"6 Series";"Coupe";""
6382;"BMW";"6 Series";"Coupe";""
6383;"BMW";"6 Series";"Coupe";""
6384;"BMW";"6 Series";"Coupe";""
6385;"BMW";"6 Series";"Coupe";""
6386;"BMW";"6 Series";"Coupe";""
6387;"BMW";"6 Series";"Coupe";""
6388;"BMW";"6 Series";"Coupe";""
6389;"BMW";"6 Series";"Coupe";""
6390;"BMW";"6 Series";"Coupe";""
6391;"BMW";"6 Series";"Coupe";""
6392;"BMW";"6 Series";"Coupe";""
6393;"BMW";"6 Series";"Coupe";""
6394;"BMW";"6 Series";"Coupe";""
6395;"BMW";"6 Series";"Coupe";""
6396;"BMW";"6 Series";"Coupe";""
6397;"BMW";"6 Series";"Coupe";""
6398;"BMW";"6 Series";"Coupe";""
6399;"BMW";"6 Series";"Coupe";""
6400;"BMW";"6 Series";"Coupe";""
6401;"BMW";"6 Series";"Cabriolet";""
6402;"BMW";"6 Series";"Cabriolet";""
6403;"BMW";"6 Series";"Cabriolet";""
6404;"BMW";"6 Series";"Cabriolet";""
6405;"BMW";"6 Series";"Cabriolet";""
6406;"BMW";"6 Series";"Cabriolet";""
6407;"BMW";"6 Series";"Cabriolet";""
6408;"BMW";"6 Series";"Cabriolet";""
6409;"BMW";"6 Series";"Cabriolet";""
6410;"BMW";"6 Series";"Cabriolet";""
6411;"BMW";"6 Series";"Coupe";""
6412;"BMW";"6 Series";"Coupe";""
6413;"BMW";"6 Series";"Coupe";""
6414;"BMW";"6 Series";"Coupe";""
6415;"BMW";"6 Series";"Coupe";""
6416;"BMW";"6 Series";"Coupe";""
6417;"BMW";"6 Series";"Coupe";""
6418;"BMW";"6 Series";"Coupe";""
6419;"BMW";"6 Series";"Coupe";""
6420;"BMW";"6 Series";"Coupe";""
6421;"BMW";"6 Series";"Cabriolet";""
6422;"BMW";"6 Series";"Cabriolet";""
6423;"BMW";"6 Series";"Cabriolet";""
6424;"BMW";"6 Series";"Cabriolet";""
6425;"BMW";"6 Series";"Cabriolet";""
6426;"BMW";"6 Series";"Cabriolet";""
6427;"BMW";"6 Series";"Cabriolet";""
6428;"BMW";"6 Series";"Coupe";""
6429;"BMW";"6 Series";"Coupe";""
6430;"BMW";"6 Series";"Coupe";""
6431;"BMW";"6 Series";"Coupe";""
6432;"BMW";"6 Series";"Coupe";""
6433;"BMW";"6 Series";"Coupe";""
6434;"BMW";"6 Series";"Coupe";""
6435;"BMW";"6 Series";"Cabriolet";""
6436;"BMW";"6 Series";"Cabriolet";""
6437;"BMW";"6 Series";"Cabriolet";""
6438;"BMW";"6 Series";"Cabriolet";""
6439;"BMW";"6 Series";"Cabriolet";""
6440;"BMW";"6 Series";"Cabriolet";""
6441;"BMW";"6 Series";"Cabriolet";""
6442;"BMW";"6 Series";"Cabriolet";""
6443;"BMW";"6 Series";"Coupe";""
6444;"BMW";"6 Series";"Coupe";""
6445;"BMW";"6 Series";"Coupe";""
6446;"BMW";"6 Series";"Coupe";""
6447;"BMW";"6 Series";"Coupe";""
6448;"BMW";"6 Series";"Coupe";""
6449;"BMW";"6 Series";"Coupe";""
6450;"BMW";"6 Series";"Coupe";""
6451;"BMW";"6 Series";"Coupe";""
6452;"BMW";"6 Series";"Gran Coupe Sedan";""
6453;"BMW";"6 Series";"Gran Coupe Sedan";""
6454;"BMW";"6 Series";"Gran Coupe Sedan";""
6455;"BMW";"6 Series";"Gran Coupe Sedan";""
6456;"BMW";"6 Series";"Gran Coupe Sedan";""
6457;"BMW";"6 Series";"Gran Coupe Sedan";""
6458;"BMW";"6 Series";"Cabriolet";""
6459;"BMW";"6 Series";"Cabriolet";""
6460;"BMW";"6 Series";"Cabriolet";""
6461;"BMW";"6 Series";"Cabriolet";""
6462;"BMW";"6 Series";"Cabriolet";""
6463;"BMW";"6 Series";"Cabriolet";""
6464;"BMW";"6 Series";"Coupe";""
6465;"BMW";"6 Series";"Coupe";""
6466;"BMW";"6 Series";"Coupe";""
6467;"BMW";"6 Series";"Coupe";""
6468;"BMW";"6 Series";"Coupe";""
6469;"BMW";"6 Series";"Coupe";""
6470;"BMW";"6 Series";"Gran Coupe Sedan";""
6471;"BMW";"6 Series";"Gran Coupe Sedan";""
6472;"BMW";"6 Series";"Gran Coupe Sedan";""
6473;"BMW";"6 Series";"Gran Coupe Sedan";""
6474;"BMW";"6 Series";"Gran Coupe Sedan";""
6475;"BMW";"6 Series";"Gran Coupe Sedan";""
6476;"BMW";"6 Series";"Gran Turismo liftback";""
6477;"BMW";"6 Series";"Gran Turismo liftback";""
6478;"BMW";"6 Series";"Gran Turismo liftback";""
6479;"BMW";"6 Series";"Gran Turismo liftback";""
6480;"BMW";"6 Series";"Gran Turismo liftback";""
6481;"BMW";"6 Series";"Gran Turismo liftback";""
6482;"BMW";"6 Series";"Gran Turismo liftback";""
6483;"BMW";"6 Series";"Gran Turismo liftback";""
6484;"BMW";"6 Series";"Gran Turismo liftback";""
6485;"BMW";"6 Series";"Gran Turismo liftback";""
6486;"BMW";"7 Series";"Sedan";""
6487;"BMW";"7 Series";"Sedan";""
6488;"BMW";"7 Series";"Sedan";""
6489;"BMW";"7 Series";"Sedan";""
6490;"BMW";"7 Series";"Sedan";""
6491;"BMW";"7 Series";"Sedan";""
6492;"BMW";"7 Series";"Sedan";""
6493;"BMW";"7 Series";"Sedan";""
6494;"BMW";"7 Series";"Sedan";""
6495;"BMW";"7 Series";"Sedan";""
6496;"BMW";"7 Series";"Sedan";""
6497;"BMW";"7 Series";"Sedan";""
6498;"BMW";"7 Series";"Sedan";""
6499;"BMW";"7 Series";"Sedan";""
6500;"BMW";"7 Series";"Sedan";""
6501;"BMW";"7 Series";"Sedan";""
6502;"BMW";"7 Series";"Sedan";""
6503;"BMW";"7 Series";"Sedan";""
6504;"BMW";"7 Series";"Sedan";""
6505;"BMW";"7 Series";"Sedan";""
6506;"BMW";"7 Series";"Sedan";""
6507;"BMW";"7 Series";"Sedan";""
6508;"BMW";"7 Series";"Sedan";""
6509;"BMW";"7 Series";"Sedan";""
6510;"BMW";"7 Series";"Sedan";""
6511;"BMW";"7 Series";"Sedan";""
6512;"BMW";"7 Series";"Sedan";""
6513;"BMW";"7 Series";"Sedan";""
6514;"BMW";"7 Series";"Sedan";""
6515;"BMW";"7 Series";"Sedan";""
6516;"BMW";"7 Series";"Sedan";""
6517;"BMW";"7 Series";"Sedan";""
6518;"BMW";"7 Series";"Sedan";""
6519;"BMW";"7 Series";"Sedan";""
6520;"BMW";"7 Series";"Sedan";""
6521;"BMW";"7 Series";"Sedan";""
6522;"BMW";"7 Series";"Sedan";""
6523;"BMW";"7 Series";"Sedan";""
6524;"BMW";"7 Series";"Sedan";""
6525;"BMW";"7 Series";"Sedan";""
6526;"BMW";"7 Series";"Sedan";""
6527;"BMW";"7 Series";"Sedan";""
6528;"BMW";"7 Series";"Sedan";""
6529;"BMW";"7 Series";"Sedan";""
6530;"BMW";"7 Series";"Sedan";""
6531;"BMW";"7 Series";"Sedan";""
6532;"BMW";"7 Series";"Sedan";""
6533;"BMW";"7 Series";"Sedan";""
6534;"BMW";"7 Series";"Sedan";""
6535;"BMW";"7 Series";"Sedan";""
6536;"BMW";"7 Series";"Sedan";""
6537;"BMW";"7 Series";"Sedan";""
6538;"BMW";"7 Series";"Sedan";""
6539;"BMW";"7 Series";"Sedan";""
6540;"BMW";"7 Series";"Sedan";""
6541;"BMW";"7 Series";"Sedan";""
6542;"BMW";"7 Series";"Sedan";""
6543;"BMW";"7 Series";"Sedan";""
6544;"BMW";"7 Series";"Sedan";""
6545;"BMW";"7 Series";"Sedan";""
6546;"BMW";"7 Series";"Sedan";""
6547;"BMW";"7 Series";"Sedan";""
6548;"BMW";"7 Series";"Sedan";""
6549;"BMW";"7 Series";"L7 Sedan 4-doors";""
6550;"BMW";"7 Series";"Sedan";""
6551;"BMW";"7 Series";"Sedan";""
6552;"BMW";"7 Series";"Sedan";""
6553;"BMW";"7 Series";"Sedan";""
6554;"BMW";"7 Series";"Sedan";""
6555;"BMW";"7 Series";"Sedan";""
6556;"BMW";"7 Series";"Sedan";""
6557;"BMW";"7 Series";"Sedan";""
6558;"BMW";"7 Series";"Sedan";""
6559;"BMW";"7 Series";"Sedan";""
6560;"BMW";"7 Series";"Sedan";""
6561;"BMW";"7 Series";"Sedan";""
6562;"BMW";"7 Series";"Sedan";""
6563;"BMW";"7 Series";"Sedan 4-doors";""
6564;"BMW";"7 Series";"Sedan 4-doors";""
6565;"BMW";"7 Series";"Sedan 4-doors";""
6566;"BMW";"7 Series";"Sedan 4-doors";""
6567;"BMW";"7 Series";"Sedan 4-doors";""
6568;"BMW";"7 Series";"Sedan 4-doors";""
6569;"BMW";"7 Series";"Sedan 4-doors";""
6570;"BMW";"7 Series";"Sedan 4-doors";""
6571;"BMW";"7 Series";"Sedan 4-doors";""
6572;"BMW";"7 Series";"Sedan 4-doors";""
6573;"BMW";"7 Series";"Sedan";""
6574;"BMW";"7 Series";"Sedan";""
6575;"BMW";"7 Series";"Sedan";""
6576;"BMW";"7 Series";"Sedan";""
6577;"BMW";"7 Series";"Sedan";""
6578;"BMW";"7 Series";"Sedan";""
6579;"BMW";"7 Series";"Sedan";""
6580;"BMW";"7 Series";"Sedan";""
6581;"BMW";"7 Series";"Sedan";""
6582;"BMW";"7 Series";"Sedan";""
6583;"BMW";"7 Series";"Sedan";""
6584;"BMW";"7 Series";"Sedan";""
6585;"BMW";"7 Series";"Sedan";""
6586;"BMW";"7 Series";"Sedan";""
6587;"BMW";"7 Series";"Sedan";""
6588;"BMW";"7 Series";"Sedan";""
6589;"BMW";"7 Series";"Sedan";""
6590;"BMW";"7 Series";"Sedan";""
6591;"BMW";"7 Series";"Sedan";""
6592;"BMW";"7 Series";"Sedan";""
6593;"BMW";"7 Series";"Sedan";""
6594;"BMW";"7 Series";"Sedan";""
6595;"BMW";"7 Series";"Sedan";""
6596;"BMW";"7 Series";"Sedan";""
6597;"BMW";"7 Series";"Sedan";""
6598;"BMW";"7 Series";"Sedan";""
6599;"BMW";"7 Series";"Sedan";""
6600;"BMW";"7 Series";"Sedan";""
6601;"BMW";"7 Series";"Sedan";""
6602;"BMW";"7 Series";"Sedan";""
6603;"BMW";"7 Series";"Sedan";""
6604;"BMW";"7 Series";"Sedan";""
6605;"BMW";"7 Series";"Sedan";""
6606;"BMW";"7 Series";"Sedan";""
6607;"BMW";"7 Series";"Sedan";""
6608;"BMW";"7 Series";"Sedan";""
6609;"BMW";"7 Series";"Sedan";""
6610;"BMW";"7 Series";"Sedan";""
6611;"BMW";"7 Series";"Sedan";""
6612;"BMW";"7 Series";"Sedan";""
6613;"BMW";"7 Series";"Sedan";""
6614;"BMW";"7 Series";"Sedan";""
6615;"BMW";"7 Series";"Sedan";""
6616;"BMW";"7 Series";"Sedan";""
6617;"BMW";"7 Series";"Sedan";""
6618;"BMW";"7 Series";"Sedan";""
6619;"BMW";"7 Series";"Sedan";""
6620;"BMW";"7 Series";"Sedan";""
6621;"BMW";"7 Series";"Sedan";""
6622;"BMW";"7 Series";"Sedan";""
6623;"BMW";"7 Series";"Sedan";""
6624;"BMW";"7 Series";"Sedan";""
6625;"BMW";"7 Series";"Sedan";""
6626;"BMW";"7 Series";"Sedan";""
6627;"BMW";"7 Series";"Sedan";""
6628;"BMW";"7 Series";"Sedan";""
6629;"BMW";"7 Series";"Sedan";""
6630;"BMW";"7 Series";"Sedan";""
6631;"BMW";"7 Series";"Sedan";""
6632;"BMW";"7 Series";"Sedan";""
6633;"BMW";"7 Series";"Sedan";""
6634;"BMW";"7 Series";"Sedan";""
6635;"BMW";"7 Series";"Sedan";""
6636;"BMW";"7 Series";"Sedan";""
6637;"BMW";"7 Series";"Sedan";""
6638;"BMW";"7 Series";"Sedan";""
6639;"BMW";"7 Series";"Sedan";""
6640;"BMW";"7 Series";"Sedan";""
6641;"BMW";"7 Series";"Sedan";""
6642;"BMW";"7 Series";"Sedan";""
6643;"BMW";"7 Series";"Sedan";""
6644;"BMW";"7 Series";"Sedan";""
6645;"BMW";"7 Series";"Sedan";""
6646;"BMW";"7 Series";"Sedan";""
6647;"BMW";"7 Series";"Sedan";""
6648;"BMW";"7 Series";"Sedan";""
6649;"BMW";"7 Series";"Sedan";""
6650;"BMW";"7 Series";"Sedan";""
6651;"BMW";"7 Series";"Sedan";""
6652;"BMW";"7 Series";"Sedan";""
6653;"BMW";"7 Series";"Sedan";""
6654;"BMW";"7 Series";"Sedan";""
6655;"BMW";"7 Series";"Sedan";""
6656;"BMW";"8 Series";"Coupe";""
6657;"BMW";"8 Series";"Coupe";""
6658;"BMW";"8 Series";"Coupe";""
6659;"BMW";"8 Series";"Coupe";""
6660;"BMW";"8 Series";"Coupe";""
6661;"BMW";"8 Series";"Coupe";""
6662;"BMW";"8 Series";"Coupe";""
6663;"BMW";"8 Series";"Coupe";""
6664;"BMW";"8 Series";"Cabriolet";""
6665;"BMW";"8 Series";"Cabriolet";""
6666;"BMW";"8 Series";"Cabriolet";""
6667;"BMW";"8 Series";"Cabriolet";""
6668;"BMW";"8 Series";"Coupe";""
6669;"BMW";"8 Series";"Coupe";""
6670;"BMW";"8 Series";"Coupe";""
6671;"BMW";"8 Series";"Coupe";""
6672;"BMW";"8 Series";"Gran Coupe Sedan";""
6673;"BMW";"8 Series";"Gran Coupe Sedan";""
6674;"BMW";"8 Series";"Gran Coupe Sedan";""
6675;"BMW";"8 Series";"Gran Coupe Sedan";""
6676;"BMW";"8 Series";"Cabriolet";""
6677;"BMW";"8 Series";"Cabriolet";""
6678;"BMW";"8 Series";"Coupe";""
6679;"BMW";"8 Series";"Coupe";""
6680;"BMW";"8 Series";"Coupe";""
6681;"BMW";"8 Series";"Coupe";""
6682;"BMW";"8 Series";"Coupe";""
6683;"BMW";"8 Series";"Coupe";""
6684;"BMW";"8 Series";"Gran Coupe Sedan";""
6685;"BMW";"8 Series";"Gran Coupe Sedan";""
6686;"BMW";"8 Series";"Gran Coupe Sedan";""
6687;"BMW";"8 Series";"Gran Coupe Sedan";""
6688;"BMW";"i3";"Hatchback";""
6689;"BMW";"i3";"Hatchback";""
6690;"BMW";"i3";"Hatchback";""
6691;"BMW";"i3";"Hatchback";""
6692;"BMW";"i3";"Hatchback";""
6693;"BMW";"i3";"Hatchback";""
6694;"BMW";"i8";"Coupe";""
6695;"BMW";"i8";"Coupe";""
6696;"BMW";"i8";"Roadster";""
6697;"BMW";"M1";"Coupe";""
6698;"BMW";"M2";"Coupe";""
6699;"BMW";"M2";"Coupe";""
6700;"BMW";"M2";"Coupe";""
6701;"BMW";"M2";"Coupe";""
6702;"BMW";"M2";"Coupe";""
6703;"BMW";"M2";"Coupe";""
6704;"BMW";"M3";"Sedan";"4"
6705;"BMW";"M3";"Sedan";"4"
6706;"BMW";"M3";"Cabriolet";""
6707;"BMW";"M3";"Cabriolet";""
6708;"BMW";"M3";"Cabriolet";""
6709;"BMW";"M3";"Coupe";"2"
6710;"BMW";"M3";"Coupe";"2"
6711;"BMW";"M3";"Coupe";"2"
6712;"BMW";"M3";"Coupe";"2"
6713;"BMW";"M3";"Coupe";"2"
6714;"BMW";"M3";"Coupe";"2"
6715;"BMW";"M3";"Sedan";""
6716;"BMW";"M3";"Sedan";""
6717;"BMW";"M3";"Sedan";""
6718;"BMW";"M3";"Sedan";""
6719;"BMW";"M3";"Sedan";""
6720;"BMW";"M3";"Cabriolet";""
6721;"BMW";"M3";"Cabriolet";""
6722;"BMW";"M3";"Coupe 2-doors";""
6723;"BMW";"M3";"Coupe 2-doors";""
6724;"BMW";"M3";"Coupe 2-doors";""
6725;"BMW";"M3";"Coupe 2-doors";""
6726;"BMW";"M3";"Coupe 2-doors";""
6727;"BMW";"M3";"Coupe 2-doors";""
6728;"BMW";"M3";"Coupe 2-doors";""
6729;"BMW";"M3";"Coupe 2-doors";""
6730;"BMW";"M3";"Sedan";""
6731;"BMW";"M3";"Sedan";""
6732;"BMW";"M3";"Cabriolet";""
6733;"BMW";"M3";"Cabriolet";""
6734;"BMW";"M3";"Coupe 2-doors";""
6735;"BMW";"M3";"Coupe 2-doors";""
6736;"BMW";"M3";"CSL Coupe 2-doors";""
6737;"BMW";"M3";"Cabriolet";""
6738;"BMW";"M3";"Cabriolet";""
6739;"BMW";"M3";"Coupe";""
6740;"BMW";"M3";"Coupe";""
6741;"BMW";"M3";"Sedan";""
6742;"BMW";"M3";"Sedan";""
6743;"BMW";"M3";"Sedan";""
6744;"BMW";"M3";"Sedan";""
6745;"BMW";"M3";"Sedan";""
6746;"BMW";"M3";"Sedan";""
6747;"BMW";"M3";"Sedan";""
6748;"BMW";"M3";"Sedan";""
6749;"BMW";"M3";"Sedan";""
6750;"BMW";"M3";"Sedan";""
6751;"BMW";"M3";"Sedan";""
6752;"BMW";"M4";"Cabriolet";""
6753;"BMW";"M4";"Cabriolet";""
6754;"BMW";"M4";"Coupe 2-doors";""
6755;"BMW";"M4";"Coupe 2-doors";""
6756;"BMW";"M4";"GTS Coupe 2-doors";""
6757;"BMW";"M4";"Cabriolet";""
6758;"BMW";"M4";"Cabriolet";""
6759;"BMW";"M4";"Cabriolet";""
6760;"BMW";"M4";"Cabriolet";""
6761;"BMW";"M4";"Coupe";""
6762;"BMW";"M4";"Coupe";""
6763;"BMW";"M4";"Coupe";""
6764;"BMW";"M4";"Coupe";""
6765;"BMW";"M4";"Coupe";""
6766;"BMW";"M4";"Coupe";"2"
6767;"BMW";"M4";"Coupe";"2"
6768;"BMW";"M4";"Coupe";"2"
6769;"BMW";"M5";"Sedan";""
6770;"BMW";"M5";"Sedan";""
6771;"BMW";"M5";"Sedan";""
6772;"BMW";"M5";"Sedan";""
6773;"BMW";"M5";"Sedan";""
6774;"BMW";"M5";"Touring wagon";""
6775;"BMW";"M5";"Sedan";""
6776;"BMW";"M5";"Sedan";""
6777;"BMW";"M5";"Sedan";""
6778;"BMW";"M5";"Touring wagon";""
6779;"BMW";"M5";"Sedan";""
6780;"BMW";"M5";"Sedan";""
6781;"BMW";"M5";"Sedan";""
6782;"BMW";"M5";"Sedan";""
6783;"BMW";"M5";"Sedan";""
6784;"BMW";"M5";"Sedan";""
6785;"BMW";"M5";"Sedan";""
6786;"BMW";"M6";"Coupe";""
6787;"BMW";"M6";"Coupe";""
6788;"BMW";"M6";"Cabriolet";""
6789;"BMW";"M6";"Cabriolet";""
6790;"BMW";"M6";"Coupe";""
6791;"BMW";"M6";"Cabriolet";""
6792;"BMW";"M6";"Coupe 2-doors";""
6793;"BMW";"M6";"Gran Coupe Sedan";""
6794;"BMW";"M6";"Cabriolet";""
6795;"BMW";"M6";"Cabriolet";""
6796;"BMW";"M6";"Cabriolet";""
6797;"BMW";"M6";"Coupe";""
6798;"BMW";"M6";"Coupe";""
6799;"BMW";"M6";"Coupe";""
6800;"BMW";"M6";"Gran Coupe Sedan";""
6801;"BMW";"M6";"Gran Coupe Sedan";""
6802;"BMW";"M6";"Gran Coupe Sedan";""
6803;"BMW";"M8";"Cabriolet";""
6804;"BMW";"M8";"Cabriolet";""
6805;"BMW";"M8";"Coupe";""
6806;"BMW";"M8";"Coupe";""
6807;"BMW";"M8";"Sedan Gran Coupe";""
6808;"BMW";"M8";"Sedan Gran Coupe";""
6809;"BMW";"M8";"Coupe (G14)";""
6810;"BMW";"M8";"Coupe (G14)";""
6811;"BMW";"M8";"Coupe (G14)";""
6812;"BMW";"M8";"Coupe (G15)";""
6813;"BMW";"M8";"Coupe (G15)";""
6814;"BMW";"M8";"Coupe (G15)";""
6815;"BMW";"M8";"Coupe (G15)";""
6816;"BMW";"M8";"Sedan (G16)";""
6817;"BMW";"M8";"Sedan (G16)";""
6818;"BMW";"M8";"Sedan (G16)";""
6819;"BMW";"M8";"Sedan (G16)";""
6820;"BMW";"M8";"Cabriolet";""
6821;"BMW";"M8";"Cabriolet";""
6822;"BMW";"M8";"Coupe";""
6823;"BMW";"M8";"Coupe";""
6824;"BMW";"X1";"Crossover";""
6825;"BMW";"X1";"Crossover";""
6826;"BMW";"X1";"Crossover";""
6827;"BMW";"X1";"Crossover";""
6828;"BMW";"X1";"Crossover";""
6829;"BMW";"X1";"Crossover";""
6830;"BMW";"X1";"Crossover";""
6831;"BMW";"X1";"Crossover";""
6832;"BMW";"X1";"Crossover";""
6833;"BMW";"X1";"Crossover";""
6834;"BMW";"X1";"Crossover";""
6835;"BMW";"X1";"Crossover";""
6836;"BMW";"X1";"Crossover";""
6837;"BMW";"X1";"Crossover";""
6838;"BMW";"X1";"Crossover";""
6839;"BMW";"X1";"Crossover";""
6840;"BMW";"X1";"Crossover";""
6841;"BMW";"X1";"Crossover";""
6842;"BMW";"X1";"Crossover";""
6843;"BMW";"X1";"Crossover";""
6844;"BMW";"X1";"Crossover";""
6845;"BMW";"X1";"Crossover";""
6846;"BMW";"X1";"Crossover";""
6847;"BMW";"X1";"Crossover";""
6848;"BMW";"X1";"Crossover";""
6849;"BMW";"X1";"Crossover";""
6850;"BMW";"X1";"Crossover";""
6851;"BMW";"X1";"Crossover";""
6852;"BMW";"X1";"Crossover";""
6853;"BMW";"X1";"Crossover";""
6854;"BMW";"X1";"Crossover";""
6855;"BMW";"X1";"Crossover";""
6856;"BMW";"X1";"Crossover";""
6857;"BMW";"X1";"Crossover";""
6858;"BMW";"X1";"Crossover";""
6859;"BMW";"X1";"Crossover";""
6860;"BMW";"X1";"Crossover";""
6861;"BMW";"X1";"Crossover";""
6862;"BMW";"X1";"Crossover";""
6863;"BMW";"X1";"Crossover";""
6864;"BMW";"X1";"Crossover";""
6865;"BMW";"X1";"Crossover";""
6866;"BMW";"X1";"Crossover";""
6867;"BMW";"X1";"Crossover";""
6868;"BMW";"X1";"Crossover";""
6869;"BMW";"X1";"Crossover";""
6870;"BMW";"X1";"Crossover";""
6871;"BMW";"X1";"Crossover";""
6872;"BMW";"X1";"Crossover";""
6873;"BMW";"X1";"Crossover";""
6874;"BMW";"X1";"Crossover";""
6875;"BMW";"X1";"Crossover";""
6876;"BMW";"X1";"Crossover";""
6877;"BMW";"X1";"Crossover";""
6878;"BMW";"X1";"Crossover";""
6879;"BMW";"X1";"Crossover";""
6880;"BMW";"X1";"Crossover";""
6881;"BMW";"X1";"Crossover";""
6882;"BMW";"X1";"Crossover";""
6883;"BMW";"X1";"Crossover";""
6884;"BMW";"X1";"Crossover";""
6885;"BMW";"X1";"Crossover";""
6886;"BMW";"X1";"SUV Crossover";""
6887;"BMW";"X1";"SUV Crossover";""
6888;"BMW";"X1";"SUV Crossover";""
6889;"BMW";"X1";"Crossover";""
6890;"BMW";"X1";"Crossover";""
6891;"BMW";"X1";"Crossover";""
6892;"BMW";"X2";"Crossover";""
6893;"BMW";"X2";"Crossover";""
6894;"BMW";"X2";"Crossover";""
6895;"BMW";"X2";"Crossover";""
6896;"BMW";"X2";"Crossover";""
6897;"BMW";"X2";"Crossover";""
6898;"BMW";"X2";"Crossover";""
6899;"BMW";"X2";"Crossover";""
6900;"BMW";"X2";"Crossover";""
6901;"BMW";"X2";"Crossover";""
6902;"BMW";"X2";"Crossover";""
6903;"BMW";"X2";"SUV 5 doors";""
6904;"BMW";"X2";"SUV 5 doors";""
6905;"BMW";"X2";"SUV 5 doors";""
6906;"BMW";"X2";"SUV 5 doors";""
6907;"BMW";"X2";"SUV 5 doors";""
6908;"BMW";"X2";"SUV 5 doors";""
6909;"BMW";"X2";"SUV 5 doors";""
6910;"BMW";"X2";"SUV 5 doors";""
6911;"BMW";"X2";"SUV 5 doors";""
6912;"BMW";"X2";"SUV 5 doors";""
6913;"BMW";"X2";"SUV 5 doors";""
6914;"BMW";"X3";"Crossover";""
6915;"BMW";"X3";"Crossover";""
6916;"BMW";"X3";"Crossover";""
6917;"BMW";"X3";"Crossover";""
6918;"BMW";"X3";"Crossover";""
6919;"BMW";"X3";"Crossover";""
6920;"BMW";"X3";"Crossover";""
6921;"BMW";"X3";"Crossover";""
6922;"BMW";"X3";"Crossover";""
6923;"BMW";"X3";"Crossover";""
6924;"BMW";"X3";"Crossover";""
6925;"BMW";"X3";"Crossover";""
6926;"BMW";"X3";"Crossover";""
