"id_car";"manufacturer";"model";"categorie";"nbDoors"
1;"AC";"ACE";"Cabriolet";""
2;"AC";"ACE";"Cabriolet";""
3;"AC";"ACE";"Cabriolet";""
4;"AC";"ACE";"Roadster";""
5;"AC";"ACE";"Roadster";""
6;"AC";"ACE";"Roadster";""
7;"AC";"ACE";"Roadster";""
8;"AC";"ACE";"Roadster";""
9;"AC";"ACE";"Roadster";""
10;"AC";"Aceca";"Coupe";""
11;"AC";"Aceca";"Coupe";""
12;"AC";"Aceca";"Coupe";""
13;"AC";"Cobra";"Roadster";""
14;"AC";"Cobra";"Roadster";""
15;"AC";"Cobra";"Roadster";""
16;"AC";"Cobra";"Roadster";""
17;"AC";"Cobra";"Roadster";""
18;"AC";"Cobra";"Roadster";""
19;"AC";"Cobra";"Roadster";""
20;"AC";"Cobra";"Roadster";""
21;"AC";"Cobra";"Roadster";""
22;"AC";"Cobra";"Roadster";""
23;"Acura";"CL";"Coupe";""
24;"Acura";"CL";"Coupe";""
25;"Acura";"CL";"Coupe";""
26;"Acura";"CL";"Coupe";""
27;"Acura";"CL";"Coupe";""
28;"Acura";"CL";"Coupe";""
29;"Acura";"CL";"Coupe";""
30;"Acura";"CL";"Coupe";""
31;"Acura";"CL";"Coupe";""
32;"Acura";"CSX";"Sedan";""
33;"Acura";"CSX";"Sedan";""
34;"Acura";"EL";"Sedan";""
35;"Acura";"EL";"Sedan";""
36;"Acura";"ILX";"Sedan";""
37;"Acura";"Integra";"Coupe";""
38;"Acura";"Integra";"Coupe";""
39;"Acura";"Integra";"Coupe";""
40;"Acura";"Integra";"Coupe";""
41;"Acura";"Integra";"Coupe";""
42;"Acura";"Integra";"Hatchback 3 doors";""
43;"Acura";"Integra";"Hatchback 3 doors";""
44;"Acura";"Integra";"Hatchback 3 doors";""
45;"Acura";"Integra";"Hatchback 3 doors";""
46;"Acura";"Integra";"Hatchback 5 doors";""
47;"Acura";"Integra";"Hatchback 5 doors";""
48;"Acura";"Integra";"Hatchback 5 doors";""
49;"Acura";"Integra";"Hatchback 5 doors";""
50;"Acura";"Integra";"Sedan";""
51;"Acura";"Integra";"Sedan";""
52;"Acura";"Integra";"Sedan";""
53;"Acura";"MDX";"Crossover";""
54;"Acura";"MDX";"Crossover";""
55;"Acura";"MDX";"Crossover";""
56;"Acura";"MDX";"Crossover";""
57;"Acura";"MDX";"Crossover";""
58;"Acura";"MDX";"Crossover";""
59;"Acura";"MDX";"Crossover";"5"
60;"Acura";"MDX";"Crossover";""
61;"Acura";"MDX";"Crossover";""
62;"Acura";"MDX";"SUV 5 doors";""
63;"Acura";"MDX";"SUV 5 doors";""
64;"Acura";"MDX";"SUV 5 doors";""
65;"Acura";"NSX";"Cabriolet";""
66;"Acura";"NSX";"Coupe";""
67;"Acura";"NSX";"Coupe";""
68;"Acura";"NSX";"Coupe";""
69;"Acura";"NSX";"Coupe";""
70;"Acura";"NSX";"Coupe";""
71;"Acura";"NSX";"Coupe";""
72;"Acura";"NSX";"Coupe";""
73;"Acura";"RDX";"Crossover";""
74;"Acura";"RDX";"SUV 5-doors";""
75;"Acura";"RDX";"Crossover";""
76;"Acura";"RDX";"Crossover";""
77;"Acura";"RDX";"Crossover";""
78;"Acura";"RDX";"Crossover";""
79;"Acura";"RDX";"Crossover";""
80;"Acura";"RL";"Sedan";""
81;"Acura";"RL";"Sedan";""
82;"Acura";"RL";"Sedan";""
83;"Acura";"RL";"Sedan";""
84;"Acura";"RL";"Sedan";""
85;"Acura";"RL";"Sedan";""
86;"Acura";"RL";"Sedan";""
87;"Acura";"RL";"Sedan";""
88;"Acura";"RLX";"Sedan";""
89;"Acura";"RLX";"Sedan";""
90;"Acura";"RSX";"Coupe";""
91;"Acura";"RSX";"Coupe";""
92;"Acura";"RSX";"Coupe";""
93;"Acura";"SLX";"SUV";""
94;"Acura";"SLX";"SUV";""
95;"Acura";"TL";"Sedan";""
96;"Acura";"TL";"Sedan";""
97;"Acura";"TL";"Sedan";""
98;"Acura";"TL";"Sedan";""
99;"Acura";"TL";"Sedan";""
100;"Acura";"TL";"Sedan";""
101;"Acura";"TL";"Sedan";""
102;"Acura";"TL";"Sedan";""
103;"Acura";"TL";"Sedan";""
104;"Acura";"TL";"Sedan";""
105;"Acura";"TL";"Sedan";""
106;"Acura";"TL";"Sedan";""
107;"Acura";"TL";"Sedan";""
108;"Acura";"TL";"Sedan";""
109;"Acura";"TLX";"Sedan";""
110;"Acura";"TLX";"Sedan";""
111;"Acura";"TLX";"Sedan";""
112;"Acura";"TLX";"Sedan";""
113;"Acura";"TLX";"Sedan";""
114;"Acura";"TSX";"Sedan";""
115;"Acura";"TSX";"Sedan";""
116;"Acura";"TSX";"Sedan";""
117;"Acura";"TSX";"Sedan 4-doors";""
118;"Acura";"ZDX";"Crossover";""
119;"Adler";"Diplomat";"Sedan Pullman";""
120;"Adler";"Diplomat";"Sedan Pullman";""
121;"Adler";"Trumpf Junior";"Sedan 2 doors";""
122;"Alfa Romeo";"105/115";"Coupe";"2"
123;"Alfa Romeo";"105/115";"Coupe";"2"
124;"Alfa Romeo";"105/115";"Coupe Junior Z";"2"
125;"Alfa Romeo";"105/115";"Coupe Junior Z";"2"
126;"Alfa Romeo";"105/115";"Sedan 1750/2000 Berlina";"4"
127;"Alfa Romeo";"105/115";"Sedan 1750/2000 Berlina";"4"
128;"Alfa Romeo";"105/115";"Sedan 1750/2000 Berlina";"4"
129;"Alfa Romeo";"105/115";"Sedan 1750/2000 Berlina";"4"
130;"Alfa Romeo";"145";"Hatchback 3 doors";""
131;"Alfa Romeo";"145";"Hatchback 3 doors";""
132;"Alfa Romeo";"145";"Hatchback 3 doors";""
133;"Alfa Romeo";"145";"Hatchback 3 doors";""
134;"Alfa Romeo";"145";"Hatchback 3 doors";""
135;"Alfa Romeo";"145";"Hatchback 3 doors";""
136;"Alfa Romeo";"145";"Hatchback 3 doors";""
137;"Alfa Romeo";"145";"Hatchback 3 doors";""
138;"Alfa Romeo";"145";"Hatchback 3 doors";""
139;"Alfa Romeo";"145";"Hatchback 3 doors";""
140;"Alfa Romeo";"145";"Hatchback 3 doors";""
141;"Alfa Romeo";"145";"Hatchback 3 doors";""
142;"Alfa Romeo";"145";"Hatchback 3 doors";""
143;"Alfa Romeo";"145";"Hatchback 3 doors";""
144;"Alfa Romeo";"145";"Hatchback 3 doors";""
145;"Alfa Romeo";"145";"Hatchback 3 doors";""
146;"Alfa Romeo";"145";"Hatchback";""
147;"Alfa Romeo";"145";"Hatchback";""
148;"Alfa Romeo";"145";"Hatchback";""
149;"Alfa Romeo";"145";"Hatchback";""
150;"Alfa Romeo";"145";"Hatchback";""
151;"Alfa Romeo";"145";"Hatchback";""
152;"Alfa Romeo";"145";"Hatchback";""
153;"Alfa Romeo";"145";"Hatchback";""
154;"Alfa Romeo";"145";"Hatchback";""
155;"Alfa Romeo";"145";"Hatchback";""
156;"Alfa Romeo";"145";"Hatchback";""
157;"Alfa Romeo";"145";"Hatchback";""
158;"Alfa Romeo";"145";"Hatchback";""
159;"Alfa Romeo";"145";"Hatchback";""
160;"Alfa Romeo";"146";"Hatchback 5 doors";""
161;"Alfa Romeo";"146";"Hatchback 5 doors";""
162;"Alfa Romeo";"146";"Hatchback 5 doors";""
163;"Alfa Romeo";"146";"Hatchback 5 doors";""
164;"Alfa Romeo";"146";"Hatchback 5 doors";""
165;"Alfa Romeo";"146";"Hatchback 5 doors";""
166;"Alfa Romeo";"146";"Hatchback 5 doors";""
167;"Alfa Romeo";"146";"Hatchback 5 doors";""
168;"Alfa Romeo";"146";"Hatchback 5 doors";""
169;"Alfa Romeo";"146";"Hatchback 5 doors";""
170;"Alfa Romeo";"146";"Hatchback 5 doors";""
171;"Alfa Romeo";"146";"Liftback";""
172;"Alfa Romeo";"146";"Liftback";""
173;"Alfa Romeo";"146";"Liftback";""
174;"Alfa Romeo";"146";"Liftback";""
175;"Alfa Romeo";"146";"Liftback";""
176;"Alfa Romeo";"146";"Liftback";""
177;"Alfa Romeo";"146";"Liftback";""
178;"Alfa Romeo";"146";"Liftback";""
179;"Alfa Romeo";"146";"Liftback";""
180;"Alfa Romeo";"146";"Liftback";""
181;"Alfa Romeo";"147";"GTA hatchback 3-doors";""
182;"Alfa Romeo";"147";"Hatchback 3-doors";""
183;"Alfa Romeo";"147";"Hatchback 3-doors";""
184;"Alfa Romeo";"147";"Hatchback 3-doors";""
185;"Alfa Romeo";"147";"Hatchback 3-doors";""
186;"Alfa Romeo";"147";"Hatchback 3-doors";""
187;"Alfa Romeo";"147";"Hatchback 3-doors";""
188;"Alfa Romeo";"147";"Hatchback 3-doors";""
189;"Alfa Romeo";"147";"Hatchback 3 doors";""
190;"Alfa Romeo";"147";"Hatchback 3 doors";""
191;"Alfa Romeo";"147";"Hatchback 3 doors";""
192;"Alfa Romeo";"147";"Hatchback 3 doors";""
193;"Alfa Romeo";"147";"Hatchback 3 doors";""
194;"Alfa Romeo";"147";"Hatchback 3 doors";""
195;"Alfa Romeo";"147";"Hatchback 3 doors";""
196;"Alfa Romeo";"147";"Hatchback 3 doors";""
197;"Alfa Romeo";"147";"Hatchback 3 doors";""
198;"Alfa Romeo";"147";"Hatchback 3 doors";""
199;"Alfa Romeo";"147";"Hatchback 3 doors";""
200;"Alfa Romeo";"147";"Hatchback 5 doors";""
201;"Alfa Romeo";"147";"Hatchback 5 doors";""
202;"Alfa Romeo";"147";"Hatchback 5 doors";""
203;"Alfa Romeo";"147";"Hatchback 5 doors";""
204;"Alfa Romeo";"147";"Hatchback 5 doors";""
205;"Alfa Romeo";"147";"Hatchback 5 doors";""
206;"Alfa Romeo";"147";"Hatchback 5 doors";""
207;"Alfa Romeo";"147";"Hatchback 5 doors";""
208;"Alfa Romeo";"147";"Hatchback 5 doors";""
209;"Alfa Romeo";"147";"Hatchback 5 doors";""
210;"Alfa Romeo";"147";"Hatchback 5 doors";""
211;"Alfa Romeo";"147";"Hatchback 3-doors";""
212;"Alfa Romeo";"147";"Hatchback 3-doors";""
213;"Alfa Romeo";"147";"Hatchback 3-doors";""
214;"Alfa Romeo";"147";"Hatchback 5-doors";""
215;"Alfa Romeo";"147";"Hatchback 5-doors";""
216;"Alfa Romeo";"147";"Hatchback 5-doors";""
217;"Alfa Romeo";"147";"Hatchback 5-doors";""
218;"Alfa Romeo";"155";"Sedan";""
219;"Alfa Romeo";"155";"Sedan";""
220;"Alfa Romeo";"155";"Sedan";""
221;"Alfa Romeo";"155";"Sedan";""
222;"Alfa Romeo";"155";"Sedan";""
223;"Alfa Romeo";"155";"Sedan";""
224;"Alfa Romeo";"155";"Sedan";""
225;"Alfa Romeo";"155";"Sedan";""
226;"Alfa Romeo";"155";"Sedan";""
227;"Alfa Romeo";"155";"Sedan";""
228;"Alfa Romeo";"155";"Sedan";""
229;"Alfa Romeo";"155";"Sedan";""
230;"Alfa Romeo";"155";"Sedan";""
231;"Alfa Romeo";"155";"Sedan";""
232;"Alfa Romeo";"155";"Sedan";""
233;"Alfa Romeo";"155";"Sedan";""
234;"Alfa Romeo";"155";"Sedan";""
235;"Alfa Romeo";"155";"Sedan";""
236;"Alfa Romeo";"155";"Sedan";""
237;"Alfa Romeo";"155";"Sedan";""
238;"Alfa Romeo";"155";"Sedan";""
239;"Alfa Romeo";"155";"Sedan";""
240;"Alfa Romeo";"155";"Sedan";""
241;"Alfa Romeo";"155";"Sedan";""
242;"Alfa Romeo";"155";"Sedan";""
243;"Alfa Romeo";"155";"Sedan";""
244;"Alfa Romeo";"155";"Sedan";""
245;"Alfa Romeo";"155";"Sedan";""
246;"Alfa Romeo";"155";"Sedan";""
247;"Alfa Romeo";"155";"Sedan";""
248;"Alfa Romeo";"155";"Sedan";""
249;"Alfa Romeo";"155";"Sedan";""
250;"Alfa Romeo";"155";"Sedan";""
251;"Alfa Romeo";"155";"Sedan";""
252;"Alfa Romeo";"155";"Sedan";""
253;"Alfa Romeo";"155";"Sedan";""
254;"Alfa Romeo";"155";"Sedan";""
255;"Alfa Romeo";"155";"Sedan";""
256;"Alfa Romeo";"155";"Sedan";""
257;"Alfa Romeo";"155";"Sedan";""
258;"Alfa Romeo";"156";"Sedan";""
259;"Alfa Romeo";"156";"Sedan";""
260;"Alfa Romeo";"156";"Sedan";""
261;"Alfa Romeo";"156";"Sedan";""
262;"Alfa Romeo";"156";"Sedan";""
263;"Alfa Romeo";"156";"Sedan";""
264;"Alfa Romeo";"156";"Sedan";""
265;"Alfa Romeo";"156";"Sedan";""
266;"Alfa Romeo";"156";"Sedan";""
267;"Alfa Romeo";"156";"Sedan";""
268;"Alfa Romeo";"156";"Sedan";""
269;"Alfa Romeo";"156";"wagon";""
270;"Alfa Romeo";"156";"wagon";""
271;"Alfa Romeo";"156";"wagon";""
272;"Alfa Romeo";"156";"wagon";""
273;"Alfa Romeo";"156";"wagon";""
274;"Alfa Romeo";"156";"wagon";""
275;"Alfa Romeo";"156";"wagon";""
276;"Alfa Romeo";"156";"wagon";""
277;"Alfa Romeo";"156";"wagon";""
278;"Alfa Romeo";"156";"Sedan";""
279;"Alfa Romeo";"156";"Sedan";""
280;"Alfa Romeo";"156";"Sedan";""
281;"Alfa Romeo";"156";"Sedan";""
282;"Alfa Romeo";"156";"Sedan";""
283;"Alfa Romeo";"156";"Sedan";""
284;"Alfa Romeo";"156";"Sedan";""
285;"Alfa Romeo";"156";"Sedan";""
286;"Alfa Romeo";"156";"Sedan";""
287;"Alfa Romeo";"156";"Sedan";""
288;"Alfa Romeo";"156";"Sedan";""
289;"Alfa Romeo";"156";"Sedan";""
290;"Alfa Romeo";"156";"Sedan";""
291;"Alfa Romeo";"156";"Sedan";""
292;"Alfa Romeo";"156";"Sedan";""
293;"Alfa Romeo";"156";"Sedan";""
294;"Alfa Romeo";"156";"Sedan";""
295;"Alfa Romeo";"156";"Sedan";""
296;"Alfa Romeo";"156";"Sedan";""
297;"Alfa Romeo";"156";"wagon 5 doors Crosswagon Q4";""
298;"Alfa Romeo";"156";"Crosswagon wagon 5-doors";""
299;"Alfa Romeo";"156";"GTA Sedan 4-doors";""
300;"Alfa Romeo";"156";"Sedan 4-doors";""
301;"Alfa Romeo";"156";"Sedan 4-doors";""
302;"Alfa Romeo";"156";"Sedan 4-doors";""
303;"Alfa Romeo";"156";"Sedan 4-doors";""
304;"Alfa Romeo";"156";"Sedan 4-doors";""
305;"Alfa Romeo";"156";"Sedan 4-doors";""
306;"Alfa Romeo";"156";"Sedan 4-doors";""
307;"Alfa Romeo";"156";"Sedan 4-doors";""
308;"Alfa Romeo";"156";"Sedan 4-doors";""
309;"Alfa Romeo";"156";"Sport Wagon wagon 5-doors";""
310;"Alfa Romeo";"159";"Sedan";""
311;"Alfa Romeo";"159";"Sedan";""
312;"Alfa Romeo";"159";"Sedan";""
313;"Alfa Romeo";"159";"Sedan";""
314;"Alfa Romeo";"159";"Sedan";""
315;"Alfa Romeo";"159";"Sedan";""
316;"Alfa Romeo";"159";"Sedan";""
317;"Alfa Romeo";"159";"Sedan";""
318;"Alfa Romeo";"159";"Sedan";""
319;"Alfa Romeo";"159";"Sedan";""
320;"Alfa Romeo";"159";"Sedan";""
321;"Alfa Romeo";"159";"Sedan";""
322;"Alfa Romeo";"159";"Sedan";""
323;"Alfa Romeo";"159";"Sedan";""
324;"Alfa Romeo";"159";"Sedan";""
325;"Alfa Romeo";"159";"Sedan";""
326;"Alfa Romeo";"159";"Sedan";""
327;"Alfa Romeo";"159";"Sedan";""
328;"Alfa Romeo";"159";"Sedan";""
329;"Alfa Romeo";"159";"Sedan";""
330;"Alfa Romeo";"159";"Sedan";""
331;"Alfa Romeo";"159";"Sportwagon wagon";""
332;"Alfa Romeo";"159";"Sportwagon wagon";""
333;"Alfa Romeo";"159";"Sportwagon wagon";""
334;"Alfa Romeo";"159";"Sportwagon wagon";""
335;"Alfa Romeo";"159";"Sportwagon wagon";""
336;"Alfa Romeo";"159";"Sportwagon wagon";""
337;"Alfa Romeo";"159";"Sportwagon wagon";""
338;"Alfa Romeo";"159";"Sportwagon wagon";""
339;"Alfa Romeo";"159";"Sportwagon wagon";""
340;"Alfa Romeo";"159";"Sportwagon wagon";""
341;"Alfa Romeo";"159";"Sportwagon wagon";""
342;"Alfa Romeo";"159";"Sportwagon wagon";""
343;"Alfa Romeo";"159";"Sportwagon wagon";""
344;"Alfa Romeo";"159";"Sportwagon wagon";""
345;"Alfa Romeo";"159";"Sportwagon wagon";""
346;"Alfa Romeo";"159";"Sportwagon wagon";""
347;"Alfa Romeo";"159";"Sportwagon wagon";""
348;"Alfa Romeo";"159";"Sportwagon wagon";""
349;"Alfa Romeo";"159";"Sportwagon wagon";""
350;"Alfa Romeo";"159";"Sportwagon wagon";""
351;"Alfa Romeo";"159";"Sportwagon wagon";""
352;"Alfa Romeo";"164";"Sedan";""
353;"Alfa Romeo";"164";"Sedan";""
354;"Alfa Romeo";"164";"Sedan";""
355;"Alfa Romeo";"164";"Sedan";""
356;"Alfa Romeo";"164";"Sedan";""
357;"Alfa Romeo";"164";"Sedan";""
358;"Alfa Romeo";"164";"Sedan";""
359;"Alfa Romeo";"164";"Sedan";""
360;"Alfa Romeo";"164";"Sedan";""
361;"Alfa Romeo";"164";"Sedan";""
362;"Alfa Romeo";"164";"Sedan";""
363;"Alfa Romeo";"164";"Sedan";""
364;"Alfa Romeo";"164";"Sedan";""
365;"Alfa Romeo";"164";"Sedan";""
366;"Alfa Romeo";"164";"Sedan";""
367;"Alfa Romeo";"164";"Sedan";""
368;"Alfa Romeo";"164";"Sedan";""
369;"Alfa Romeo";"164";"Sedan";""
370;"Alfa Romeo";"164";"Sedan";""
371;"Alfa Romeo";"166";"Sedan";""
372;"Alfa Romeo";"166";"Sedan";""
373;"Alfa Romeo";"166";"Sedan";""
374;"Alfa Romeo";"166";"Sedan";""
375;"Alfa Romeo";"166";"Sedan";""
376;"Alfa Romeo";"166";"Sedan";""
377;"Alfa Romeo";"166";"Sedan";""
378;"Alfa Romeo";"166";"Sedan";""
379;"Alfa Romeo";"166";"Sedan";""
380;"Alfa Romeo";"166";"Sedan";""
381;"Alfa Romeo";"166";"Sedan";""
382;"Alfa Romeo";"166";"Sedan";""
383;"Alfa Romeo";"166";"Sedan";""
384;"Alfa Romeo";"166";"Sedan";""
385;"Alfa Romeo";"33";"Hatchback";""
386;"Alfa Romeo";"33";"Hatchback";""
387;"Alfa Romeo";"33";"Hatchback";""
388;"Alfa Romeo";"33";"Hatchback";""
389;"Alfa Romeo";"33";"Hatchback";""
390;"Alfa Romeo";"33";"Hatchback";""
391;"Alfa Romeo";"33";"Hatchback";""
392;"Alfa Romeo";"33";"Hatchback";""
393;"Alfa Romeo";"33";"Hatchback";""
394;"Alfa Romeo";"33";"Hatchback";""
395;"Alfa Romeo";"33";"wagon";""
396;"Alfa Romeo";"33";"wagon";""
397;"Alfa Romeo";"33";"wagon";""
398;"Alfa Romeo";"33";"wagon";""
399;"Alfa Romeo";"33";"wagon";""
400;"Alfa Romeo";"33";"wagon";""
401;"Alfa Romeo";"33";"wagon";""
402;"Alfa Romeo";"33";"wagon";""
403;"Alfa Romeo";"33";"wagon";""
404;"Alfa Romeo";"4C";"Coupe";""
405;"Alfa Romeo";"6";"Sedan";""
406;"Alfa Romeo";"6";"Sedan";""
407;"Alfa Romeo";"6";"Sedan";""
408;"Alfa Romeo";"6";"Sedan";""
409;"Alfa Romeo";"75";"Sedan";""
410;"Alfa Romeo";"75";"Sedan";""
411;"Alfa Romeo";"75";"Sedan";""
412;"Alfa Romeo";"75";"Sedan";""
413;"Alfa Romeo";"75";"Sedan";""
414;"Alfa Romeo";"75";"Sedan";""
415;"Alfa Romeo";"75";"Sedan";""
416;"Alfa Romeo";"75";"Sedan";""
417;"Alfa Romeo";"75";"Sedan";""
418;"Alfa Romeo";"75";"Sedan";""
419;"Alfa Romeo";"75";"Sedan";""
420;"Alfa Romeo";"75";"Sedan";""
421;"Alfa Romeo";"75";"Sedan";""
422;"Alfa Romeo";"75";"Sedan";""
423;"Alfa Romeo";"75";"Sedan";""
424;"Alfa Romeo";"8C Competizione";"Coupe";""
425;"Alfa Romeo";"8C Competizione";"Roadster";""
426;"Alfa Romeo";"8C Competizione";"Spider cabriolet";""
427;"Alfa Romeo";"Brera";"Hatchback";""
428;"Alfa Romeo";"Brera";"Hatchback";""
429;"Alfa Romeo";"Brera";"Hatchback";""
430;"Alfa Romeo";"Brera";"Hatchback";""
431;"Alfa Romeo";"Brera";"Hatchback";""
432;"Alfa Romeo";"Giulia";"Sedan";""
433;"Alfa Romeo";"Giulia";"Sedan";""
434;"Alfa Romeo";"Giulia";"Sedan";""
435;"Alfa Romeo";"Giulia";"Sedan";""
436;"Alfa Romeo";"Giulia";"Sedan";""
437;"Alfa Romeo";"Giulia";"Sedan";""
438;"Alfa Romeo";"Giulia";"Sedan";""
439;"Alfa Romeo";"Giulia";"Sedan";""
440;"Alfa Romeo";"Giulia";"Sedan";""
441;"Alfa Romeo";"Giulia";"Sedan";""
442;"Alfa Romeo";"Giulia";"Sedan";""
443;"Alfa Romeo";"Giulia";"Spider cabriolet";""
444;"Alfa Romeo";"Giulia";"Spider cabriolet";""
445;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
446;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
447;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
448;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
449;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
450;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
451;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
452;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
453;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
454;"Alfa Romeo";"Giulia";"Sprint Coupe 2-doors";""
455;"Alfa Romeo";"Giulia";"Sprint Speciale Coupe 2-doors";""
456;"Alfa Romeo";"Giulia";"Sprint Speciale Coupe 2-doors";""
457;"Alfa Romeo";"Giulia";"Sedan";""
458;"Alfa Romeo";"Giulia";"Sedan";""
459;"Alfa Romeo";"Giulia";"Sedan";""
460;"Alfa Romeo";"Giulia";"Sedan";""
461;"Alfa Romeo";"Giulia";"Sedan";""
462;"Alfa Romeo";"Giulia";"Sedan";""
463;"Alfa Romeo";"Giulia";"Sedan";""
464;"Alfa Romeo";"Giulia";"Sedan";""
465;"Alfa Romeo";"Giulia";"Sedan";""
466;"Alfa Romeo";"Giulia";"Sedan";""
467;"Alfa Romeo";"Giulietta";"Alfa Romeo Giulietta I Coupe";"2"
468;"Alfa Romeo";"Giulietta";"Sedan";""
469;"Alfa Romeo";"Giulietta";"Sedan";""
470;"Alfa Romeo";"Giulietta";"Sedan";""
471;"Alfa Romeo";"Giulietta";"Sedan";""
472;"Alfa Romeo";"Giulietta";"Sedan";""
473;"Alfa Romeo";"Giulietta";"Sedan";""
474;"Alfa Romeo";"Giulietta";"Sedan";""
475;"Alfa Romeo";"Giulietta";"Sedan";""
476;"Alfa Romeo";"Giulietta";"Turbodelta Sedan 4-doors";""
477;"Alfa Romeo";"Giulietta";"Sedan";""
478;"Alfa Romeo";"Giulietta";"Sedan";""
479;"Alfa Romeo";"Giulietta";"Sedan";""
480;"Alfa Romeo";"Giulietta";"Sedan";""
481;"Alfa Romeo";"Giulietta";"Sedan";""
482;"Alfa Romeo";"Giulietta";"Berlina Sedan";""
483;"Alfa Romeo";"Giulietta";"Berlina Sedan";""
484;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
485;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
486;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
487;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
488;"Alfa Romeo";"Giulietta";"Sprint Coupe 2-doors";""
489;"Alfa Romeo";"Giulietta";"Sprint Coupe 2-doors";""
490;"Alfa Romeo";"Giulietta";"Sprint Speciale Coupe 2-doors";""
491;"Alfa Romeo";"Giulietta";"SZ Coda Tronca Coupe 2-doors";""
492;"Alfa Romeo";"Giulietta";"Berlina Sedan";""
493;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
494;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
495;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
496;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
497;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
498;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
499;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
500;"Alfa Romeo";"Giulietta";"Hatchback 5 doors";"5"
501;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
502;"Alfa Romeo";"Giulietta";"Spider cabriolet";""
503;"Alfa Romeo";"Giulietta";"SZ Coupe 2-doors";""
504;"Alfa Romeo";"Giulietta";"Hatchback";""
505;"Alfa Romeo";"Giulietta";"Hatchback";""
506;"Alfa Romeo";"Giulietta";"Hatchback";""
507;"Alfa Romeo";"Giulietta";"Hatchback";""
508;"Alfa Romeo";"Giulietta";"Hatchback";""
509;"Alfa Romeo";"Giulietta";"Hatchback";""
510;"Alfa Romeo";"Giulietta";"Hatchback";""
511;"Alfa Romeo";"Giulietta";"Hatchback";""
512;"Alfa Romeo";"Giulietta";"Hatchback";""
513;"Alfa Romeo";"Giulietta";"Hatchback";""
514;"Alfa Romeo";"Giulietta";"Hatchback";""
515;"Alfa Romeo";"GT";"Coupe";""
516;"Alfa Romeo";"GT";"Coupe";""
517;"Alfa Romeo";"GT";"Coupe";""
518;"Alfa Romeo";"GT";"Coupe";""
519;"Alfa Romeo";"GT";"Coupe";""
520;"Alfa Romeo";"GT";"Coupe";""
521;"Alfa Romeo";"GTV";"Coupe";""
522;"Alfa Romeo";"GTV";"Coupe";""
523;"Alfa Romeo";"GTV";"Coupe";""
524;"Alfa Romeo";"GTV";"Coupe";""
525;"Alfa Romeo";"GTV";"Coupe";""
526;"Alfa Romeo";"GTV";"Coupe";""
527;"Alfa Romeo";"GTV";"Coupe";""
528;"Alfa Romeo";"MiTo";"Hatchback";""
529;"Alfa Romeo";"MiTo";"Hatchback";""
530;"Alfa Romeo";"MiTo";"Hatchback";""
531;"Alfa Romeo";"MiTo";"Hatchback";""
532;"Alfa Romeo";"MiTo";"Hatchback";""
533;"Alfa Romeo";"MiTo";"Hatchback";""
534;"Alfa Romeo";"MiTo";"Hatchback";""
535;"Alfa Romeo";"MiTo";"Hatchback";""
536;"Alfa Romeo";"MiTo";"Hatchback";""
537;"Alfa Romeo";"MiTo";"Hatchback";""
538;"Alfa Romeo";"MiTo";"Hatchback";""
539;"Alfa Romeo";"MiTo";"Hatchback";""
540;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
541;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
542;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
543;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
544;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
545;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
546;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
547;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
548;"Alfa Romeo";"MiTo";"Hatchback 3 doors";"3"
549;"Alfa Romeo";"MiTo";"Hatchback";""
550;"Alfa Romeo";"MiTo";"Hatchback";""
551;"Alfa Romeo";"MiTo";"Hatchback";""
552;"Alfa Romeo";"MiTo";"Hatchback";""
553;"Alfa Romeo";"MiTo";"Hatchback";""
554;"Alfa Romeo";"MiTo";"Hatchback";""
